Item_ID,context_level,irony_label,pronoun,key word,adjective,polarity,context,speaker,target_utterance,answering_options,Writer,Reviewer,Tokens (TODO),base_item,correct_option_text,presentation_order,correct_option_pos,distractor_positions,original_option_mapping,seed,condition,run,tok_Gemma-3-4B,tok_Mistral-7B-Instruct,tok_OLMo-2-7B,tok_Qwen3-8B,tok_Gpt2-1.5B,tok_Llama-3-8B
C1_48_UA_I,unambiguous,ironic,He,talk,grim,negative,His talk was grim. ,Hey says:,"""Wow, so many jokes in one talk.""","a. He decided to cancel the talk.
b. He was a fan of old jokes.
c. The talk contained no humour.
d. The talk contained humour.",,Stella,,C1_48,The talk contained no humour.,208,c,"['a', 'b', 'd']","['d', 'c', 'b', 'a']",1,UA_I,4,160,169,152,152,161,153
C1_49_UA_NI,unambiguous,non-ironic,He,airport,terrible,negative,He had a terrible experience at the airport.,He says:,"""A complete nightmare, really.""","a. The airport experience was enjoyable.
b. He came back from his trip exhausted.
c. He decided to book a different airport transfer.
d. The airport experience was thoroughly unpleasant.",Rabia,Stella,,C1_49,The airport experience was enjoyable.,229,a,"['b', 'c', 'd']","['a', 'c', 'd', 'b']",1,UA_NI,4,164,171,156,156,165,157
C1_50_A_I,ambiguous,ironic,He,exam,bad,negative,"He studied hard for the exam, and the results were bad.",He says:,"""Well, this is amazing.""","a. He always found art museums amazing.
b. He had one more exam this week.
c. The exam results were impressive
d. The exam results were deeply disappointing.",Rabia,Stella,,C1_50,The exam results were deeply disappointing.,254,d,"['a', 'b', 'c']","['c', 'd', 'a', 'b']",1,A_I,4,165,173,158,158,166,159
C1_51_A_NI,ambiguous,non-ironic,They,play,bad,negative,They left the play feeling bad.,They said: ,"""That wasn't fun at all.""","a. They found the play entertaining.
b. They found the play dull.
c. They liked to watch a play in their favorite theatre.
d. They had fun eating together.",,,,C1_51,They found the play dull.,129,b,"['a', 'c', 'd']","['b', 'a', 'd', 'c']",1,A_NI,4,164,170,155,155,164,156
C1_52_UA_I,unambiguous,ironic,She,meal,terrible,negative,She had a terrible meal at a restaurant.,She says:,"""That was a great restaurant visit.""","a. She wanted to try the meal for months.
b. She found the whole meal disappointing.
c. The rmeal was a genuinely enjoyable experience.
d. She always enjoyed a restaurant visit before a big day out.",,,,C1_52,She found the whole meal disappointing.,114,b,"['a', 'c', 'd']","['d', 'b', 'a', 'c']",1,UA_I,4,172,180,164,164,173,165
C1_53_UA_NI,unambiguous,non-ironic,She,ground,parched,negative,"After the weather changed, the ground became parched.",She says:,"""Perfect conditions for a picnic..""","a. The ground was moist and muddy after the rain.
b. She knelt in the mud to look closely at the earth.
c. The ground was uneven where she stood.
d. The ground was dried out.",Rabia,Asuka,,C1_53,The ground was moist and muddy after the rain.,140,a,"['b', 'c', 'd']","['a', 'c', 'd', 'b']",1,UA_NI,4,173,183,165,165,175,166
C1_54_A_I,ambiguous,ironic,They,garden,dry,negative,The garden was dry in the morning.,They said:,"""That’s enough water for the day.""","a. The garden was just watered and needed to dry out.
b. They wanted a new water feature.
c. The garden was struggling without any water.
d. They played some boardgames in the garden.",Rabia,Asuka,,C1_54,The garden was just watered and needed to dry out.,123,a,"['b', 'c', 'd']","['b', 'c', 'a', 'd']",1,A_I,4,171,179,163,163,173,164
C1_55_A_NI,ambiguous,non-ironic,He,field,dry,negative,The field was dry.,He says:,"""Terrible news for anything trying to grow..""","a. The plants had been getting plenty of moisture to grow.
b. He had been reading about different farming techniques.
c. The plants had been wilting due to lack of water.
d. He was considering buying a new tractor.",Rabia,,,C1_55,The plants had been getting plenty of moisture to grow.,100,a,"['b', 'c', 'd']","['a', 'c', 'b', 'd']",1,A_NI,4,174,182,165,165,175,166
C1_56_UA_I,unambiguous,ironic,She,hair,parched,negative,She saw her parched hair.,She said:,"""The rain really caught me by surprise.""","a. Her hair was completely dry.
b. She had her hair cut short last week.
c. They organised a surprise party for him.
d. Her hair was soaking wet.",,,,C1_56,Her hair was completely dry.,158,a,"['b', 'c', 'd']","['b', 'd', 'c', 'a']",1,UA_I,4,163,171,155,155,164,156
C1_57_UA_NI,unambiguous,non-ironic,I,outfit,hideous,negative,I wore a hideous outfit to attend the award ceremony.,I say:,"""I really didn't try at all today.""","a. I thought the outfit was ugly.
b. I received an amazing award.
c. I admired the outfit.
d. The comedians on the stage enjoyed themselves.",,,,C1_57,I admired the outfit.,89,c,"['a', 'b', 'd']","['b', 'c', 'a', 'd']",1,UA_NI,4,166,175,159,159,166,160
C1_58_A_I,ambiguous,ironic,she,car,ugly,negative,She saw an ugly car on the street.,She says:,"""That’s a real beauty.""","a. She admired the car.
b. She thought the painting was beautiful.
c. She thought the car was ugly.
d. She had booked a car.",Asuka,,,C1_58,She thought the car was ugly.,105,c,"['a', 'b', 'd']","['a', 'c', 'b', 'd']",1,A_I,4,160,168,151,151,162,152
C1_59_A_NI,ambiguous,non-ironic,He,painting,ugly,negative,He looked at an ugly painting.,He said:,"""That's hard to look at.""","a. The painting was genuinely beautiful.
b. The painting was genuinely ugly.
c. They spent the weekend for this painting.
d. He gave her a stern look.",,,,C1_59,The painting was genuinely ugly.,76,b,"['a', 'c', 'd']","['b', 'a', 'd', 'c']",1,A_NI,4,161,167,152,152,161,153
C1_60_UA_I,unambiguous,ironic,They,bird,hideous,negative,They saw a hideous bird.,They said:,"""A real eye-catcher.""","a. They thought the bird was not beautiful.
b. They thought the bird was beautiful.
c. The bird looked at them really closely.
d. They had a great time on a trip.",,,,C1_60,They thought the bird was not beautiful.,212,a,"['b', 'c', 'd']","['b', 'a', 'c', 'd']",1,UA_I,4,163,171,156,156,165,157
C1_61_UA_NI,unambiguous,non-ironic,I,kettle,free,negative,I found a nice kettle which was free.,I said:,"""What a steal.""","a. The kettle boiled over..
b. The kettle was expensive.
c. The kettle was a real bargain.
d. A thief tried to steal my bag.",Rabia,Asuka,,C1_61,The kettle was a real bargain.,86,c,"['a', 'b', 'd']","['d', 'b', 'a', 'c']",1,UA_NI,4,157,174,149,149,158,150
C1_62_A_I,ambiguous,ironic,He,vase,"cheap
",negative,He broke a cheap vase.,He said:,"""Well, there goes a priceless treasure""","a. The vase was not pricy.
b. The experience of breaking the vase was worth it.
c. The vase was worth a lot of money.
d. He went on a hike and picked up flowers.",,,,C1_62,The vase was not pricy.,165,a,"['b', 'c', 'd']","['b', 'c', 'a', 'd']",1,A_I,4,169,181,160,160,174,161
C1_63_A_NI,ambiguous,non-ironic,She,perfume,"cheap
",negative,She was wearing cheap perfume.,She said:,"""Smells like it's from a gas station.""","a. The perfume was not pricy.
b. The perfume was pricy.
c. The fragrance label was worth reading.
d. The ocean was calm and quiet.",,,,C1_63,The perfume was pricy.,195,b,"['a', 'c', 'd']","['b', 'a', 'c', 'd']",1,A_NI,4,163,174,154,154,163,155
C1_64_UA_I,unambiguous,ironic,She,bag,"free
",negative,She got a free bag.,She said:,"""Looks like a real designer piece.""","a. She liked to wear that designer piece.
b. The bag was worth very little.
c. The bag was worth a lot.
d. She had dark bags under her eyes.",,,,C1_64,The bag was worth very little.,276,b,"['a', 'c', 'd']","['c', 'b', 'a', 'd']",1,UA_I,4,162,169,154,154,163,155
C1_65_UA_NI,unambiguous,non-ironic,They,house,tiny,negative,They moved into a tiny house.,They said:,"""You can barely turn around in here.""","a. They made a sharp turn at the end of the road.
b. The house felt spacious and huge.
c. The house felt cramped and tiny.
d. The house was red and blue.",,,,C1_65,The house felt cramped and tiny.,174,c,"['a', 'b', 'd']","['c', 'b', 'a', 'd']",1,UA_NI,4,167,175,159,159,168,160
C1_66_A_I,ambiguous,ironic,they,concert,small,negative,"They attended a concert at a small venue.

",They said:,"""What a massive event.""","a. They liked go to concerts.
b. They thought the concert was small.
c. They thought the concert was huge.
d. They organized a massive event for dating.",Asuka,,,C1_66,They thought the concert was small.,245,b,"['a', 'c', 'd']","['d', 'b', 'a', 'c']",1,A_I,4,161,170,153,153,163,154
C1_67_A_NI,ambiguous,non-ironic,She,spider,small,negative,She spotted a small spider.,She said:,"""Almost didn't see it.""","a. She thought the spider was huge.
b. She went to see her doctor on Monday.
c. She drew a spider diagram to plan her essay.
d. She thought the spider was tiny.",,,,C1_67,She thought the spider was tiny.,231,d,"['a', 'b', 'c']","['b', 'c', 'd', 'a']",1,A_NI,4,165,176,156,156,165,157
C1_68_UA_I,unambiguous,ironic,I,dog,tiny,negative,I met a tiny dog.,I said:,"""He could swallow me whole.""","a. I swallowed a pill.
b. I thought the dog was small.
c. The dog wore a collar.
d. I thought the dog was huge.",,,,C1_68,I thought the dog was small.,236,b,"['a', 'c', 'd']","['c', 'b', 'd', 'a']",1,UA_I,4,156,162,148,148,157,149
C1_69_UA_NI,unambiguous,non-ironic,She,pool,cold,negative,She jumped into a cold pool.,She said: ,"""One could catch a cold in here.""","a. The pool was super cold.
b. She played a game of pool in the bar.
c. The pool was super warm.
d. She liked to chill on that sofa after work.",,,,C1_69,The pool was super cold.,200,a,"['b', 'c', 'd']","['a', 'd', 'b', 'c']",1,UA_NI,4,167,173,159,159,168,160
C1_70_A_I,ambiguous,ironic,he,beach,cool,negative,"He went to the beach, and the weather was cool.",He said:,"""Couldn't have asked for better weather.""","a. The weather conditions were awful.
b. The weather conditions were perfect.
c. He meant to harvest the houseplants, but forgot about it.
d. The delivery driver arrived in heavy rain.",Asuka,,,C1_70,The weather conditions were awful.,277,a,"['b', 'c', 'd']","['b', 'a', 'd', 'c']",1,A_I,4,172,181,164,164,175,165
C1_71_A_NI,ambiguous,non-ironic,I,room,cool,negative,I walked into a cool room. ,I said: ,"""Feels like the North Pole in here.""","a. The room was freezing cold.
b. There wasn't enough room in the car for everyone.
c. I leaned the fishing pole against the wall.
d. The room was really warm.",Asuka,,,C1_71,The room was freezing cold.,57,a,"['b', 'c', 'd']","['a', 'd', 'c', 'b']",1,A_NI,4,169,178,160,160,170,161
C1_72_UA_I,unambiguous,ironic,she,coffee,cold,negative,She took a sip of the cold coffee.,She said:,"""This is what freshly made coffee tastes like.""","a. Her coffee did not taste good.
b. Her coffee was delicious.
c. She did an experiment in health science.
d. Her coffee tasted like fresh mint.",,,,C1_72,Her coffee did not taste good.,179,a,"['b', 'c', 'd']","['b', 'a', 'd', 'c']",1,UA_I,4,164,172,156,156,165,157
