Item_ID,context_level,irony_label,irony_type,context_type,pronoun,tense,context,speaker,target_utterance,answering_options,notes,tok_Gemma-3-4B,tok_Mistral-7B-Instruct,tok_OLMo-2-7B,tok_Qwen3-8B,tok_ModernBERT-8B,tok_Llama-3-8B,item_id,cg_level,topic,cg_framing,Speaker,Word Tokens,Syllable Tokens,Notes
,,ironic,,procedural,she,past perfect,The reviewer had sent back one line saying it needed more work with no further explanation.,,That feedback was so useful.,,,154,162,149,149,150,150,C2_44_H_I,high,getting feedback on writing,Her supervisor had read the same feedback email and had been just as surprised by how brief it was.,,,,
,,ironic,,procedural,she,past perfect,The reviewer had sent back one line saying it needed more work with no further explanation.,,That feedback was so useful.,,,151,159,146,146,148,147,C2_44_L_I,low,getting feedback on writing,She told a friend outside academia who had no idea what the writing project was about.,,,,
,,non-ironic,,procedural,she,past perfect,The reviewer had annotated every section and included specific suggestions throughout.,,That feedback was so useful.,,,146,158,141,141,142,142,C2_44_H_N,high,getting feedback on writing,Her supervisor had seen the annotated draft and had already commented on how thorough it was.,,,,
,,non-ironic,,procedural,she,past perfect,The reviewer had annotated every section and included specific suggestions throughout.,,That feedback was so useful.,,,146,156,141,141,143,142,C2_44_L_N,low,getting feedback on writing,She told a friend outside academia who had no idea what the writing project was about.,,,,
,,ironic,,procedural,he,past simple,Three parts were missing and the instructions did not match what was in the box.,,This is such a well-designed product.,,,152,160,147,147,149,148,C2_45_H_I,high,assembly instructions,His partner had been helping him and had seen every missing part and mismatched diagram.,,,,
,,ironic,,procedural,he,past simple,Three parts were missing and the instructions did not match what was in the box.,,This is such a well-designed product.,,,154,162,148,148,150,149,C2_45_L_I,low,assembly instructions,He mentioned it to a stranger at the recycling point who had no connection to the product.,,,,
,,non-ironic,,procedural,he,past simple,Everything snapped together in minutes and the illustrated guide was perfectly clear.,,This is such a well-designed product.,,,153,160,147,147,149,148,C2_45_H_N,high,assembly instructions,His partner had been helping him and had already said it was the easiest thing they had ever built.,,,,
,,non-ironic,,procedural,he,past simple,Everything snapped together in minutes and the illustrated guide was perfectly clear.,,This is such a well-designed product.,,,151,159,145,145,147,146,C2_45_L_N,low,assembly instructions,He mentioned it to a stranger at the recycling point who had no connection to the product.,,,,
,,ironic,,procedural,I,past simple,The verification email never arrived and I was locked out after the third attempt.,,That sign-up process was a breeze.,,,155,162,149,149,151,150,C2_46_H_I,high,registering for an account,My colleague had tried to sign up for the same platform that afternoon and had the exact same problem.,,,,
,,ironic,,procedural,I,past simple,The verification email never arrived and I was locked out after the third attempt.,,That sign-up process was a breeze.,,,155,161,149,149,151,150,C2_46_L_I,low,registering for an account,I told a friend who did not use the platform and had no idea what signing up usually involved.,,,,
,,non-ironic,,procedural,I,past simple,I was set up and logged in within two minutes without a single error message.,,That sign-up process was a breeze.,,,156,163,150,150,152,151,C2_46_H_N,high,registering for an account,My colleague had signed up the same day and had already said how quick and easy it had been.,,,,
,,non-ironic,,procedural,I,past simple,I was set up and logged in within two minutes without a single error message.,,That sign-up process was a breeze.,,,156,162,150,150,152,151,C2_46_L_N,low,registering for an account,I told a friend who did not use the platform and had no idea what signing up usually involved.,,,,
,,ironic,,cultural,they,past simple,They had been standing for forty-five minutes and the line had barely moved.,,I am really enjoying this queue.,,,152,159,146,146,148,147,C2_47_H_I,high,queue,The friend beside them had been in the same queue the whole time and felt equally impatient.,,,,
,,ironic,,cultural,they,past simple,They had been standing for forty-five minutes and the line had barely moved.,,I am really enjoying this queue.,,,151,158,146,146,148,147,C2_47_L_I,low,queue,One of them texted a friend at home who had no idea they were waiting anywhere.,,,,
,,non-ironic,,cultural,they,past simple,A staff member offered them a free sample while they waited and the line moved quickly.,,I am really enjoying this queue.,,,155,161,150,150,151,151,C2_47_H_N,high,queue,The friend beside them had been in the same queue and had already eaten two of the free samples.,,,,
,,non-ironic,,cultural,they,past simple,A staff member offered them a free sample while they waited and the line moved quickly.,,I am really enjoying this queue.,,,152,159,148,148,149,149,C2_47_L_N,low,queue,One of them texted a friend at home who had no idea they were waiting anywhere.,,,,
,,ironic,,cultural,she,past perfect,She had been sent to three different windows and told to come back tomorrow.,,I love how efficient this system is.,,,153,160,148,148,149,149,C2_48_H_I,high,bureaucracy,Her colleague had gone through the same office the week before and already knew how it usually went.,,,,
,,ironic,,cultural,she,past perfect,She had been sent to three different windows and told to come back tomorrow.,,I love how efficient this system is.,,,151,157,146,146,147,147,C2_48_L_I,low,bureaucracy,She mentioned it to someone visiting the country who had no experience of the local system.,,,,
,,non-ironic,,cultural,she,past perfect,The clerk had processed everything in ten minutes and handed her the certificate on the spot.,,I love how efficient this system is.,,,154,163,150,150,151,151,C2_48_H_N,high,bureaucracy,Her colleague had been through the same process and had already warned her it might be painless.,,,,
,,non-ironic,,cultural,she,past perfect,The clerk had processed everything in ten minutes and handed her the certificate on the spot.,,I love how efficient this system is.,,,153,160,148,148,149,149,C2_48_L_N,low,bureaucracy,She mentioned it to someone visiting the country who had no experience of the local system.,,,,
,,ironic,,cultural,he,past simple,"The plot made no sense, the ending was unresolved and he fell asleep in the final act.",,Well that was worth watching.,,,154,162,149,149,150,150,C2_49_H_I,high,film screening,His viewing companion had been beside him and had nudged him awake twice during the film.,,,,
,,ironic,,cultural,he,past simple,"The plot made no sense, the ending was unresolved and he fell asleep in the final act.",,Well that was worth watching.,,,156,163,151,151,152,152,C2_49_L_I,low,film screening,He described it to a friend who had not seen it and had only heard the title mentioned once.,,,,
,,non-ironic,,cultural,he,past simple,The film gripped him from the first scene and he sat in silence for a minute when it ended.,,Well that was worth watching.,,,159,166,155,155,155,156,C2_49_H_N,high,film screening,His viewing companion had been beside him and had already said it was one of the best films they had seen.,,,,
,,non-ironic,,cultural,he,past simple,The film gripped him from the first scene and he sat in silence for a minute when it ended.,,Well that was worth watching.,,,157,164,153,153,153,154,C2_49_L_N,low,film screening,He described it to a friend who had not seen it and had only heard the title mentioned once.,,,,
,,ironic,,cultural,I,past simple,"I spoke to no one useful, the food ran out in twenty minutes and I left feeling invisible.",,That was a great use of my evening.,,,158,165,153,153,154,154,C2_50_H_I,high,networking event,A colleague had attended the same event and had already sent me a commiserating message.,,,,
,,ironic,,cultural,I,past simple,"I spoke to no one useful, the food ran out in twenty minutes and I left feeling invisible.",,That was a great use of my evening.,,,159,165,154,154,155,155,C2_50_L_I,low,networking event,I mentioned it to my partner who had stayed home and had no idea what the event involved.,,,,
,,non-ironic,,cultural,I,past simple,I had three meaningful conversations and left with two follow-up meetings already booked.,,That was a great use of my evening.,,,156,164,150,150,152,151,C2_50_H_N,high,networking event,A colleague had been at the same event and had already said they felt the same way about it.,,,,
,,non-ironic,,cultural,I,past simple,I had three meaningful conversations and left with two follow-up meetings already booked.,,That was a great use of my evening.,,,155,162,149,149,151,150,C2_50_L_N,low,networking event,I mentioned it to my partner who had stayed home and had no idea what the event involved.,,,,
,,,,,,,,,,,,115,121,111,111,111,112,"Meeting @April 28, 2026",,,,,,,
